id,testset_segid,global_segid,source,reference,system,translation,mqm_avg_score,score_textdavinci003_EA,score_ChatGPT_EA
231,33,302,"Diana's legacy was brought full circle when Harry donned the distinctive blue body armor of the HALO Trust. Twenty-two years ago, Diana took a similar path across an Angolan field scattered with deadly landmines, left over from years of civil war. It became one of the most iconic images of her short life.","Der Kreis um Dianas Vermächtnis schloss sich, als Harry die unverwechselbare blaue Körperpanzerung des HALO Trusts trug. Vor zweiundzwanzig Jahren nahm Diana einen ähnlichen Weg über ein angolanisches Feld, das mit tödlichen Landminen übersät war, die von den Jahren des Bürgerkriegs übrig geblieben waren. Es wurde zu einem der ikonischsten Bilder ihres kurzen Lebens.",Online-A.1574,"Dianas Vermächtnis wurde in den vollen Kreis gebracht, als Harry die markante blaue Körperpanzerung des HALO Trust anzog. Vor 22 Jahren ging Diana einen ähnlichen Weg über ein angolanisches Feld, das von tödlichen Landminen verstreut war, die von Jahren des Bürgerkriegs übrig geblieben waren. Es wurde eines der ikonischsten Bilder ihres kurzen Lebens.",-4.0,-14,-2
232,34,633,"The Fridays for Future movement that began as a lone demonstration by Swedish teen Greta Thunbergjust over a year ago has mushroomed, with millions of students taking to the streets of cities like New Yorkand attracting attention in developing nations across Africa.","Die Bewegung Fridays for Future, die als Einzelkundgebung der schwedischen Teenagerin Greta Thunberg vor etwas mehr als einem Jahr begann, hat sich inzwischen stark verbreitet: Millionen von Schülern gehen in Städten wie New York auf die Straßen und erregen die Aufmerksamkeit von Entwicklungsländern in ganz Afrika.",Tohoku-AIP-NTT.890,"Die Fridays for Future-Bewegung, die als einsame Demonstration der schwedischen Teenagerin Greta Thunberg vor etwas mehr als einem Jahr begann, ist wie Pilze aus dem Boden geschossen, mit Millionen von Studenten, die in Städten wie New York auf die Straße gehen und in Entwicklungsländern in ganz Afrika Aufmerksamkeit erregen.",-1.666667,-13,-13
233,34,633,"The Fridays for Future movement that began as a lone demonstration by Swedish teen Greta Thunbergjust over a year ago has mushroomed, with millions of students taking to the streets of cities like New Yorkand attracting attention in developing nations across Africa.","Die Bewegung Fridays for Future, die als Einzelkundgebung der schwedischen Teenagerin Greta Thunberg vor etwas mehr als einem Jahr begann, hat sich inzwischen stark verbreitet: Millionen von Schülern gehen in Städten wie New York auf die Straßen und erregen die Aufmerksamkeit von Entwicklungsländern in ganz Afrika.",OPPO.1535,"Die Bewegung Fridays for Future, die vor etwas mehr als einem Jahr als einsame Demonstration der schwedischen Teenagerin Greta Thunberg begann, ist explodiert, Millionen von Studenten gingen in Städten wie New York auf die Straße und erregten Aufmerksamkeit in Entwicklungsländern in ganz Afrika.",-1.0,-15,-13
234,34,633,"The Fridays for Future movement that began as a lone demonstration by Swedish teen Greta Thunbergjust over a year ago has mushroomed, with millions of students taking to the streets of cities like New Yorkand attracting attention in developing nations across Africa.","Die Bewegung Fridays for Future, die als Einzelkundgebung der schwedischen Teenagerin Greta Thunberg vor etwas mehr als einem Jahr begann, hat sich inzwischen stark verbreitet: Millionen von Schülern gehen in Städten wie New York auf die Straßen und erregen die Aufmerksamkeit von Entwicklungsländern in ganz Afrika.",eTranslation.737,"Die Fridays for Future-Bewegung, die vor etwas mehr als einem Jahr als Einzeldemonstration der schwedischen Teenagerin Greta Thunberg begann, hat ihren Höhepunkt erreicht: Millionen von Studenten gingen auf die Straßen von Städten wie New York und erregten Aufmerksamkeit in Entwicklungsländern in ganz Afrika.",-1.666667,-14,-3
235,34,633,"The Fridays for Future movement that began as a lone demonstration by Swedish teen Greta Thunbergjust over a year ago has mushroomed, with millions of students taking to the streets of cities like New Yorkand attracting attention in developing nations across Africa.","Die Bewegung Fridays for Future, die als Einzelkundgebung der schwedischen Teenagerin Greta Thunberg vor etwas mehr als einem Jahr begann, hat sich inzwischen stark verbreitet: Millionen von Schülern gehen in Städten wie New York auf die Straßen und erregen die Aufmerksamkeit von Entwicklungsländern in ganz Afrika.",Tencent_Translation.1520,"Die Bewegung Fridays for Future, die als einsame Demonstration der schwedischen Teenagerin Greta Thunberg vor etwas mehr als einem Jahr begann, hat zugenommen, wobei Millionen von Studenten in Städten wie New York auf die Straße gehen und Aufmerksamkeit in Entwicklungsländern in ganz Afrika auf sich ziehen.",-1.333333,-14,-2
236,34,633,"The Fridays for Future movement that began as a lone demonstration by Swedish teen Greta Thunbergjust over a year ago has mushroomed, with millions of students taking to the streets of cities like New Yorkand attracting attention in developing nations across Africa.","Die Bewegung Fridays for Future, die als Einzelkundgebung der schwedischen Teenagerin Greta Thunberg vor etwas mehr als einem Jahr begann, hat sich inzwischen stark verbreitet: Millionen von Schülern gehen in Städten wie New York auf die Straßen und erregen die Aufmerksamkeit von Entwicklungsländern in ganz Afrika.",Huoshan_Translate.832,"Die Fridays for Future-Bewegung, die als einsame Demonstration der schwedischen Teenagerin Greta Thunbergjust vor über einem Jahr begann, ist gepilzt, Millionen von Studenten gingen auf die Straßen von Städten wie New York und erregten Aufmerksamkeit in Entwicklungsländern in ganz Afrika.",-5.0,-15,-17
237,34,633,"The Fridays for Future movement that began as a lone demonstration by Swedish teen Greta Thunbergjust over a year ago has mushroomed, with millions of students taking to the streets of cities like New Yorkand attracting attention in developing nations across Africa.","Die Bewegung Fridays for Future, die als Einzelkundgebung der schwedischen Teenagerin Greta Thunberg vor etwas mehr als einem Jahr begann, hat sich inzwischen stark verbreitet: Millionen von Schülern gehen in Städten wie New York auf die Straßen und erregen die Aufmerksamkeit von Entwicklungsländern in ganz Afrika.",Online-B.1590,"Die Bewegung „Freitags für die Zukunft“, die vor über einem Jahr als einsame Demonstration der schwedischen Teenagerin Greta Thunbergjust begann, ist in die Höhe geschossen. Millionen von Studenten gingen auf die Straßen von Städten wie New York und erregten Aufmerksamkeit in Entwicklungsländern in ganz Afrika.",-4.666667,-15,-14
238,34,633,"The Fridays for Future movement that began as a lone demonstration by Swedish teen Greta Thunbergjust over a year ago has mushroomed, with millions of students taking to the streets of cities like New Yorkand attracting attention in developing nations across Africa.","Die Bewegung Fridays for Future, die als Einzelkundgebung der schwedischen Teenagerin Greta Thunberg vor etwas mehr als einem Jahr begann, hat sich inzwischen stark verbreitet: Millionen von Schülern gehen in Städten wie New York auf die Straßen und erregen die Aufmerksamkeit von Entwicklungsländern in ganz Afrika.",Online-A.1574,"Die Bewegung Fridays for Future, die vor über einem Jahr als einsame Demonstration der schwedischen Teenagerin Greta Thunberg begann, hat zugenommen: Millionen von Studenten gehen in Städten wie New York auf die Straße und erregen Aufmerksamkeit in Entwicklungsländern in ganz Afrika.",-1.666667,-14,-12
239,35,876,"In August, the Trump administration asked the Supreme Court to essentially legalize anti-gay discrimination in the workplace, arguing in an amicus brief that the federal laws on employer discrimination in the Civil Rights Act of 1964 were not intended to protect individuals from being fired based on their sexual orientation.","Im August ersuchte die Parteiverwaltung von Trump den Obersten Gerichtshof, die Diskriminierung von Schwulen am Arbeitsplatz im Wesentlichen zu legalisieren, und argumentierte in einem Amicusbrief dazu, dass die Bundesgesetze zur Diskriminierung von Arbeitgebern im Bürgerrechtsgesetz von 1964 nicht dazu gedacht seien, Einzelpersonen vor einer Entlassung aufgrund ihrer sexuellen Orientierung zu schützen.",Tohoku-AIP-NTT.890,"Im August bat die Trump-Regierung den Obersten Gerichtshof, schwulenfeindliche Diskriminierung am Arbeitsplatz im Wesentlichen zu legalisieren, und argumentierte in einem Amicus-Schriftsatz, dass die Bundesgesetze zur Diskriminierung von Arbeitgebern im Civil Rights Act von 1964 nicht dazu gedacht seien, Einzelpersonen davor zu schützen, aufgrund ihrer sexuellen Orientierung entlassen zu werden.",-2.333333,-15,-13
240,35,876,"In August, the Trump administration asked the Supreme Court to essentially legalize anti-gay discrimination in the workplace, arguing in an amicus brief that the federal laws on employer discrimination in the Civil Rights Act of 1964 were not intended to protect individuals from being fired based on their sexual orientation.","Im August ersuchte die Parteiverwaltung von Trump den Obersten Gerichtshof, die Diskriminierung von Schwulen am Arbeitsplatz im Wesentlichen zu legalisieren, und argumentierte in einem Amicusbrief dazu, dass die Bundesgesetze zur Diskriminierung von Arbeitgebern im Bürgerrechtsgesetz von 1964 nicht dazu gedacht seien, Einzelpersonen vor einer Entlassung aufgrund ihrer sexuellen Orientierung zu schützen.",OPPO.1535,"Im August forderte die Trump-Regierung den Obersten Gerichtshof auf, die Diskriminierung von Homosexuellen am Arbeitsplatz im Wesentlichen zu legalisieren, und argumentierte in einem Amicusbrief, dass die Bundesgesetze zur Diskriminierung von Arbeitgebern im Civil Rights Act von 1964 nicht dazu gedacht seien, Einzelpersonen vor der Entlassung aufgrund ihrer sexuellen Ausrichtung zu schützen.",-3.666667,-15,-14
241,35,876,"In August, the Trump administration asked the Supreme Court to essentially legalize anti-gay discrimination in the workplace, arguing in an amicus brief that the federal laws on employer discrimination in the Civil Rights Act of 1964 were not intended to protect individuals from being fired based on their sexual orientation.","Im August ersuchte die Parteiverwaltung von Trump den Obersten Gerichtshof, die Diskriminierung von Schwulen am Arbeitsplatz im Wesentlichen zu legalisieren, und argumentierte in einem Amicusbrief dazu, dass die Bundesgesetze zur Diskriminierung von Arbeitgebern im Bürgerrechtsgesetz von 1964 nicht dazu gedacht seien, Einzelpersonen vor einer Entlassung aufgrund ihrer sexuellen Orientierung zu schützen.",eTranslation.737,"Im August forderte die Trump-Regierung den Obersten Gerichtshof auf, die Diskriminierung von Homosexuellen am Arbeitsplatz grundsätzlich zu legalisieren, und argumentierte in einem amicus brief, dass die Bundesgesetze zur Diskriminierung von Arbeitgebern im Civil Rights Act von 1964 nicht dazu gedacht seien, Einzelpersonen vor Entlassung aufgrund ihrer sexuellen Orientierung zu schützen.",-2.7,-14,0
242,35,876,"In August, the Trump administration asked the Supreme Court to essentially legalize anti-gay discrimination in the workplace, arguing in an amicus brief that the federal laws on employer discrimination in the Civil Rights Act of 1964 were not intended to protect individuals from being fired based on their sexual orientation.","Im August ersuchte die Parteiverwaltung von Trump den Obersten Gerichtshof, die Diskriminierung von Schwulen am Arbeitsplatz im Wesentlichen zu legalisieren, und argumentierte in einem Amicusbrief dazu, dass die Bundesgesetze zur Diskriminierung von Arbeitgebern im Bürgerrechtsgesetz von 1964 nicht dazu gedacht seien, Einzelpersonen vor einer Entlassung aufgrund ihrer sexuellen Orientierung zu schützen.",Tencent_Translation.1520,"Im August bat die Trump-Regierung den Obersten Gerichtshof, schwulenfeindliche Diskriminierung am Arbeitsplatz im Wesentlichen zu legalisieren und argumentierte in einem Amicus-Brief, dass die Bundesgesetze zur Arbeitgeberdiskriminierung im Civil Rights Act von 1964 nicht dazu gedacht seien, Einzelpersonen davor zu schützen, aufgrund ihrer sexuellen Orientierung entlassen zu werden.",-2.0,-14,-19
243,35,876,"In August, the Trump administration asked the Supreme Court to essentially legalize anti-gay discrimination in the workplace, arguing in an amicus brief that the federal laws on employer discrimination in the Civil Rights Act of 1964 were not intended to protect individuals from being fired based on their sexual orientation.","Im August ersuchte die Parteiverwaltung von Trump den Obersten Gerichtshof, die Diskriminierung von Schwulen am Arbeitsplatz im Wesentlichen zu legalisieren, und argumentierte in einem Amicusbrief dazu, dass die Bundesgesetze zur Diskriminierung von Arbeitgebern im Bürgerrechtsgesetz von 1964 nicht dazu gedacht seien, Einzelpersonen vor einer Entlassung aufgrund ihrer sexuellen Orientierung zu schützen.",Huoshan_Translate.832,"Im August forderte die Trump-Regierung den Obersten Gerichtshof auf, die schwulenfeindliche Diskriminierung am Arbeitsplatz im Wesentlichen zu legalisieren und argumentierte in einem Amicus-Schriftsatz, dass die Bundesgesetze zur Diskriminierung von Arbeitgebern im Civil Rights Act von 1964 nicht dazu gedacht seien, Einzelpersonen vor der Entlassung aufgrund ihrer sexuellen Orientierung zu schützen.",-0.666667,-15,0
244,35,876,"In August, the Trump administration asked the Supreme Court to essentially legalize anti-gay discrimination in the workplace, arguing in an amicus brief that the federal laws on employer discrimination in the Civil Rights Act of 1964 were not intended to protect individuals from being fired based on their sexual orientation.","Im August ersuchte die Parteiverwaltung von Trump den Obersten Gerichtshof, die Diskriminierung von Schwulen am Arbeitsplatz im Wesentlichen zu legalisieren, und argumentierte in einem Amicusbrief dazu, dass die Bundesgesetze zur Diskriminierung von Arbeitgebern im Bürgerrechtsgesetz von 1964 nicht dazu gedacht seien, Einzelpersonen vor einer Entlassung aufgrund ihrer sexuellen Orientierung zu schützen.",Online-B.1590,"Im August forderte die Trump-Regierung den Obersten Gerichtshof auf, die Diskriminierung von Homosexuellen am Arbeitsplatz im Wesentlichen zu legalisieren, und argumentierte in einem Amicus Brief, dass die Bundesgesetze zur Diskriminierung von Arbeitgebern im Civil Rights Act von 1964 nicht dazu gedacht seien, Personen vor Entlassung zu schützen auf ihre sexuelle Orientierung.",-8.666667,-15,-13
245,35,876,"In August, the Trump administration asked the Supreme Court to essentially legalize anti-gay discrimination in the workplace, arguing in an amicus brief that the federal laws on employer discrimination in the Civil Rights Act of 1964 were not intended to protect individuals from being fired based on their sexual orientation.","Im August ersuchte die Parteiverwaltung von Trump den Obersten Gerichtshof, die Diskriminierung von Schwulen am Arbeitsplatz im Wesentlichen zu legalisieren, und argumentierte in einem Amicusbrief dazu, dass die Bundesgesetze zur Diskriminierung von Arbeitgebern im Bürgerrechtsgesetz von 1964 nicht dazu gedacht seien, Einzelpersonen vor einer Entlassung aufgrund ihrer sexuellen Orientierung zu schützen.",Online-A.1574,"Im August forderte die Trump-Administration den Obersten Gerichtshof auf, die Diskriminierung von Homosexuellen am Arbeitsplatz im Wesentlichen zu legalisieren, und argumentierte in einem amicus brief, dass die Bundesgesetze über Diediskriminierung von Arbeitgebern im Civil Rights Act von 1964 nicht dazu gedacht seien, Einzelpersonen vor entlassungen aufgrund ihrer sexuellen Ausrichtung zu schützen.",-6.0,-15,-19
246,36,1048,"Alford came back to the scene of the crime exactly one year after his son, Guy Alford III, was gunned down at a Jack In The Box near 52nd and Atlantic. He said he wanted to call attention to his son's unsolved murder.","Alford kehrte genau nach einem Jahr an den Tatort zurück, an dem sein Sohn, Guy Alford III, an einem Jack In The Box in der Nähe der 52nd und Atlantic niedergeschossen wurde. Er sagte, dass er auf den ungeklärten Mord seines Sohnes aufmerksam machen möchte.",Tohoku-AIP-NTT.890,"Alford kam genau ein Jahr, nachdem sein Sohn, Guy Alford III, an einem Jack In The Box in der Nähe von 52nd und Atlantic niedergeschossen wurde, zum Tatort zurück. Er sagte, er wolle die Aufmerksamkeit auf den ungeklärten Mord seines Sohnes lenken.",-1.0,-14,0
247,36,1048,"Alford came back to the scene of the crime exactly one year after his son, Guy Alford III, was gunned down at a Jack In The Box near 52nd and Atlantic. He said he wanted to call attention to his son's unsolved murder.","Alford kehrte genau nach einem Jahr an den Tatort zurück, an dem sein Sohn, Guy Alford III, an einem Jack In The Box in der Nähe der 52nd und Atlantic niedergeschossen wurde. Er sagte, dass er auf den ungeklärten Mord seines Sohnes aufmerksam machen möchte.",OPPO.1535,"Alford kam genau ein Jahr, nachdem sein Sohn Guy Alford III bei einem Jack In The Box in der Nähe von 52nd und Atlantic erschossen worden war, an den Tatort zurück. Er sagte, er wolle auf den ungelösten Mord an seinem Sohn aufmerksam machen.",-2.0,-15,-3
248,36,1048,"Alford came back to the scene of the crime exactly one year after his son, Guy Alford III, was gunned down at a Jack In The Box near 52nd and Atlantic. He said he wanted to call attention to his son's unsolved murder.","Alford kehrte genau nach einem Jahr an den Tatort zurück, an dem sein Sohn, Guy Alford III, an einem Jack In The Box in der Nähe der 52nd und Atlantic niedergeschossen wurde. Er sagte, dass er auf den ungeklärten Mord seines Sohnes aufmerksam machen möchte.",eTranslation.737,"Alford kam genau ein Jahr, nachdem sein Sohn Guy Alford III in einem Jack In The Box nahe dem 52. und Atlantic erschossen worden war, an den Tatort zurück. Er sagte, er wolle die Aufmerksamkeit auf den ungelösten Mord seines Sohnes lenken.",-1.0,-15,0
249,36,1048,"Alford came back to the scene of the crime exactly one year after his son, Guy Alford III, was gunned down at a Jack In The Box near 52nd and Atlantic. He said he wanted to call attention to his son's unsolved murder.","Alford kehrte genau nach einem Jahr an den Tatort zurück, an dem sein Sohn, Guy Alford III, an einem Jack In The Box in der Nähe der 52nd und Atlantic niedergeschossen wurde. Er sagte, dass er auf den ungeklärten Mord seines Sohnes aufmerksam machen möchte.",Tencent_Translation.1520,"Alford kam genau ein Jahr an den Tatort zurück, nachdem sein Sohn Guy Alford III in einem Jack In The Box in der Nähe von 52nd und Atlantic niedergeschossen wurde. Er sagte, er wolle die Aufmerksamkeit auf den ungelösten Mord an seinem Sohn lenken.",-5.366667,-14,-3
250,36,1048,"Alford came back to the scene of the crime exactly one year after his son, Guy Alford III, was gunned down at a Jack In The Box near 52nd and Atlantic. He said he wanted to call attention to his son's unsolved murder.","Alford kehrte genau nach einem Jahr an den Tatort zurück, an dem sein Sohn, Guy Alford III, an einem Jack In The Box in der Nähe der 52nd und Atlantic niedergeschossen wurde. Er sagte, dass er auf den ungeklärten Mord seines Sohnes aufmerksam machen möchte.",Huoshan_Translate.832,"Alford kam genau ein Jahr an den Tatort zurück, nachdem sein Sohn, Guy Alford III, bei einem Jack In The Box in der Nähe von 52nd und Atlantic niedergeschossen wurde. Er sagte, er wolle die Aufmerksamkeit auf den ungelösten Mord seines Sohnes lenken.",-5.333333,-14,-3
251,36,1048,"Alford came back to the scene of the crime exactly one year after his son, Guy Alford III, was gunned down at a Jack In The Box near 52nd and Atlantic. He said he wanted to call attention to his son's unsolved murder.","Alford kehrte genau nach einem Jahr an den Tatort zurück, an dem sein Sohn, Guy Alford III, an einem Jack In The Box in der Nähe der 52nd und Atlantic niedergeschossen wurde. Er sagte, dass er auf den ungeklärten Mord seines Sohnes aufmerksam machen möchte.",Online-B.1590,"Alford kehrte genau ein Jahr nach der Erschießung seines Sohnes Guy Alford III. Auf einen Jack In The Box in der Nähe von 52nd und Atlantic zum Tatort zurück. Er sagte, er wolle auf den ungelösten Mord an seinem Sohn aufmerksam machen.",-4.666667,-15,-10
252,36,1048,"Alford came back to the scene of the crime exactly one year after his son, Guy Alford III, was gunned down at a Jack In The Box near 52nd and Atlantic. He said he wanted to call attention to his son's unsolved murder.","Alford kehrte genau nach einem Jahr an den Tatort zurück, an dem sein Sohn, Guy Alford III, an einem Jack In The Box in der Nähe der 52nd und Atlantic niedergeschossen wurde. Er sagte, dass er auf den ungeklärten Mord seines Sohnes aufmerksam machen möchte.",Online-A.1574,"Alford kehrte genau ein Jahr nach der Erschießen seines Sohnes Guy Alford III an einen Jack In The Box in der Nähe von 52. und Atlantic an den Tatort zurück. Er sagte, er wolle auf den ungeklärten Mord an seinem Sohn aufmerksam machen.",-2.666667,-15,-13
253,37,1114,"For consumers, the impact of the delayed and now late-receding monsoon has meant a rise in the price in the price of onions, an essential ingredient in Indian food. Onions are selling at 80 rupees (about £1) a kilo in cities such as Delhi and Mumbai, as opposed to the normal 20 rupees (23p).","Durch die Auswirkungen des verspäteten und nun zu spät zurückgehenden Monsuns ist der Preis für Zwiebeln, einem Grundnahrungsmittel in Indien, für die Verbraucher gestiegen. In Städten wie Delhi und Mumbai werden Zwiebeln für 80 Rupien (etwa 1 £) pro Kilo verkauft, im Gegensatz zu den üblichen 20 Rupien (23 p).",Tohoku-AIP-NTT.890,"Für die Verbraucher haben die Auswirkungen des verzögerten und nun spät einsetzenden Monsuns einen Anstieg der Preise für Zwiebeln bedeutet, eine wesentliche Zutat in indischen Lebensmitteln. Zwiebeln werden in Städten wie Delhi und Mumbai zu 80 Rupien (etwa 1 £) pro Kilo verkauft, im Gegensatz zu den normalen 20 Rupien (23p).",-3.666667,-15,-3
254,37,1114,"For consumers, the impact of the delayed and now late-receding monsoon has meant a rise in the price in the price of onions, an essential ingredient in Indian food. Onions are selling at 80 rupees (about £1) a kilo in cities such as Delhi and Mumbai, as opposed to the normal 20 rupees (23p).","Durch die Auswirkungen des verspäteten und nun zu spät zurückgehenden Monsuns ist der Preis für Zwiebeln, einem Grundnahrungsmittel in Indien, für die Verbraucher gestiegen. In Städten wie Delhi und Mumbai werden Zwiebeln für 80 Rupien (etwa 1 £) pro Kilo verkauft, im Gegensatz zu den üblichen 20 Rupien (23 p).",OPPO.1535,"Für die Verbraucher haben die Auswirkungen des verzögerten und jetzt spät zurückgehenden Monsuns einen Preisanstieg bei Zwiebeln bedeutet, einem wesentlichen Bestandteil indischer Lebensmittel. Zwiebeln werden in Städten wie Delhi und Mumbai für 80 Rupien (etwa 1 Pfund) pro Kilo verkauft, im Gegensatz zu den normalen 20 Rupien (23P).",-1.333333,-15,-2
255,37,1114,"For consumers, the impact of the delayed and now late-receding monsoon has meant a rise in the price in the price of onions, an essential ingredient in Indian food. Onions are selling at 80 rupees (about £1) a kilo in cities such as Delhi and Mumbai, as opposed to the normal 20 rupees (23p).","Durch die Auswirkungen des verspäteten und nun zu spät zurückgehenden Monsuns ist der Preis für Zwiebeln, einem Grundnahrungsmittel in Indien, für die Verbraucher gestiegen. In Städten wie Delhi und Mumbai werden Zwiebeln für 80 Rupien (etwa 1 £) pro Kilo verkauft, im Gegensatz zu den üblichen 20 Rupien (23 p).",eTranslation.737,"Für die Verbraucher bedeuteten die Auswirkungen des verspäteten und jetzt spät eintreffenden Monsuns einen Anstieg des Preises für Zwiebeln, eine wesentliche Zutat in indischen Lebensmitteln. Zwiebeln werden in Städten wie Delhi und Mumbai zu 80 Rupien (ca. 1) pro Kilo verkauft, im Gegensatz zu den normalen 20 Rupien (23p).",-6.0,-15,-2
256,37,1114,"For consumers, the impact of the delayed and now late-receding monsoon has meant a rise in the price in the price of onions, an essential ingredient in Indian food. Onions are selling at 80 rupees (about £1) a kilo in cities such as Delhi and Mumbai, as opposed to the normal 20 rupees (23p).","Durch die Auswirkungen des verspäteten und nun zu spät zurückgehenden Monsuns ist der Preis für Zwiebeln, einem Grundnahrungsmittel in Indien, für die Verbraucher gestiegen. In Städten wie Delhi und Mumbai werden Zwiebeln für 80 Rupien (etwa 1 £) pro Kilo verkauft, im Gegensatz zu den üblichen 20 Rupien (23 p).",Tencent_Translation.1520,"Für die Verbraucher bedeuteten die Auswirkungen des verzögerten und jetzt spät zurückgehenden Monsuns einen Anstieg des Preises für Zwiebeln, eine wesentliche Zutat in indischen Lebensmitteln. Zwiebeln werden zu 80 Rupien (etwa 1 £) pro Kilo in Städten wie Delhi und Mumbai verkauft, im Gegensatz zu den normalen 20 Rupien (23p).",-1.666667,-15,0
257,37,1114,"For consumers, the impact of the delayed and now late-receding monsoon has meant a rise in the price in the price of onions, an essential ingredient in Indian food. Onions are selling at 80 rupees (about £1) a kilo in cities such as Delhi and Mumbai, as opposed to the normal 20 rupees (23p).","Durch die Auswirkungen des verspäteten und nun zu spät zurückgehenden Monsuns ist der Preis für Zwiebeln, einem Grundnahrungsmittel in Indien, für die Verbraucher gestiegen. In Städten wie Delhi und Mumbai werden Zwiebeln für 80 Rupien (etwa 1 £) pro Kilo verkauft, im Gegensatz zu den üblichen 20 Rupien (23 p).",Huoshan_Translate.832,"Für die Verbraucher bedeuteten die Auswirkungen des verzögerten und jetzt spät zurückgehenden Monsuns einen Anstieg des Preises für Zwiebeln, ein wesentlicher Bestandteil indischer Lebensmittel. Zwiebeln werden in Städten wie Delhi und Mumbai zu 80 Rupien (ca. £1) pro Kilo verkauft, im Gegensatz zu den normalen 20 Rupien (23p).",-2.666667,-15,0
258,37,1114,"For consumers, the impact of the delayed and now late-receding monsoon has meant a rise in the price in the price of onions, an essential ingredient in Indian food. Onions are selling at 80 rupees (about £1) a kilo in cities such as Delhi and Mumbai, as opposed to the normal 20 rupees (23p).","Durch die Auswirkungen des verspäteten und nun zu spät zurückgehenden Monsuns ist der Preis für Zwiebeln, einem Grundnahrungsmittel in Indien, für die Verbraucher gestiegen. In Städten wie Delhi und Mumbai werden Zwiebeln für 80 Rupien (etwa 1 £) pro Kilo verkauft, im Gegensatz zu den üblichen 20 Rupien (23 p).",Online-B.1590,"Für die Verbraucher haben die Auswirkungen des verspäteten und jetzt spät zurückgehenden Monsuns zu einem Preisanstieg bei Zwiebeln geführt, einem wesentlichen Bestandteil indischer Lebensmittel. Zwiebeln werden in Städten wie Delhi und Mumbai für 80 Rupien (ca. 1 GBP) pro Kilo verkauft, im Gegensatz zu den normalen 20 Rupien (23 Pence).",-0.333333,-15,-2
259,37,1114,"For consumers, the impact of the delayed and now late-receding monsoon has meant a rise in the price in the price of onions, an essential ingredient in Indian food. Onions are selling at 80 rupees (about £1) a kilo in cities such as Delhi and Mumbai, as opposed to the normal 20 rupees (23p).","Durch die Auswirkungen des verspäteten und nun zu spät zurückgehenden Monsuns ist der Preis für Zwiebeln, einem Grundnahrungsmittel in Indien, für die Verbraucher gestiegen. In Städten wie Delhi und Mumbai werden Zwiebeln für 80 Rupien (etwa 1 £) pro Kilo verkauft, im Gegensatz zu den üblichen 20 Rupien (23 p).",Online-A.1574,"Für die Verbraucher bedeuteten die Auswirkungen des verspäteten und nun spät zurückgehenden Monsuns einen Anstieg des Preises für Zwiebeln, eine wesentliche Zutat in indischen Lebensmitteln. Zwiebeln verkaufen sich mit 80 Rupien (ca. 1 Dollar) pro Kilo in Städten wie Delhi und Mumbai, im Gegensatz zu den normalen 20 Rupien (23p).",-5.666667,-14,-2
260,38,1244,"Nestle's (NSRGF) decision to increase the frequency of checks was unlikely to disrupt global coffee supply chains, a spokesperson said. ""This is not a new process, we are just reinforcing controls,"" the spokesperson told CNN Business. Tests were done before the coffee was shipped from the countries of origin.","Die Entscheidung von Nestle (NSRGF), die Häufigkeit der Kontrollen zu erhöhen, werde die globalen Kaffee-Lieferketten voraussichtlich nicht nachhaltig beeinträchtigen, sagte ein Sprecher. „Es handelt sich nicht um eine Neuerung, wir verstärken nur die Kontrollen“, sagte der Sprecher gegenüber CNN Business. Vor der Verschiffung des Kaffees aus den Ursprungsländern wurden Tests durchgeführt.",Tohoku-AIP-NTT.890,"Die Entscheidung von Nestlé (NSRGF), die Häufigkeit der Kontrollen zu erhöhen, dürfte die globalen Kaffeelieferketten kaum stören, sagte ein Sprecher. „Dies ist kein neuer Prozess, wir verstärken nur die Kontrollen“, sagte der Sprecher gegenüber CNN Business. Tests wurden durchgeführt, bevor der Kaffee aus den Herkunftsländern versandt wurde.",-1.333333,-15,0
261,38,1244,"Nestle's (NSRGF) decision to increase the frequency of checks was unlikely to disrupt global coffee supply chains, a spokesperson said. ""This is not a new process, we are just reinforcing controls,"" the spokesperson told CNN Business. Tests were done before the coffee was shipped from the countries of origin.","Die Entscheidung von Nestle (NSRGF), die Häufigkeit der Kontrollen zu erhöhen, werde die globalen Kaffee-Lieferketten voraussichtlich nicht nachhaltig beeinträchtigen, sagte ein Sprecher. „Es handelt sich nicht um eine Neuerung, wir verstärken nur die Kontrollen“, sagte der Sprecher gegenüber CNN Business. Vor der Verschiffung des Kaffees aus den Ursprungsländern wurden Tests durchgeführt.",OPPO.1535,"Die Entscheidung von Nestle (NSRGF), die Häufigkeit der Kontrollen zu erhöhen, werde die globalen Kaffee-Lieferketten wahrscheinlich nicht stören, sagte ein Sprecher. „Dies ist kein neuer Prozess, wir verstärken nur die Kontrollen“, sagte der Sprecher gegenüber CNN Business. Tests wurden durchgeführt, bevor der Kaffee aus den Herkunftsländern verschifft wurde.",-2.666667,-15,-3
