id,testset_segid,global_segid,source,reference,system,translation,mqm_avg_score,score_textdavinci003_standard,score_textdavinci003_EA_zeroshot,score_textdavinci003_EA,score_ChatGPT_standard,score_ChatGPT_EA_zeroshot,score_ChatGPT_EA
271,34,1311,美国商务部26日公布的最终修正数据显示，二季度美国GDP按年率计算增长2 % ， 与此前公布的修正数据持平，但显著低于一季度的3.1 % 。,"The final revised data released by the U.S. Department of Commerce on the 26th showed that U.S. GDP grew at an annual rate of 2% in the second quarter, which was the same as the previously revised data, but significantly lower than the 3.1% in the first quarter.",DiDi_NLP.401,"The final revised data released by the US Department of Commerce on the 26th shows that the US GDP grew at an annual rate of 2% in the second quarter, which is the same as the previously revised data, but significantly lower than the 3.1% in the first quarter.",-0.333333,95,-1,-2,99.0,-2,0
272,34,1311,美国商务部26日公布的最终修正数据显示，二季度美国GDP按年率计算增长2 % ， 与此前公布的修正数据持平，但显著低于一季度的3.1 % 。,"The final revised data released by the U.S. Department of Commerce on the 26th showed that U.S. GDP grew at an annual rate of 2% in the second quarter, which was the same as the previously revised data, but significantly lower than the 3.1% in the first quarter.",Online-B.1605,"The final revised data released by the US Department of Commerce on the 26th showed that the US GDP grew at an annual rate of 2% in the second quarter, which was the same as the previously revised data, but significantly lower than the 3.1% in the first quarter.",-0.333333,100,0,-2,100.0,-1,0
273,35,1324,帕特南投资公司投资经理埃伦·哈岑指出，当前企业最大关切就是经贸争端及其带来的不确定性，如果经贸争端能得到解决，不确定性将大幅减少，产业部门的表现会比现在好很多。,"Ellen Hatzen, an investment manager at Putnam Investments, said the biggest concern for businesses is the trade dispute and the uncertainty it brought about, but if economic and trade disputes can be resolved, the uncertainty will be greatly reduced, and the performance of the industrial sector will be much better.",Huoshan_Translate.919,"Ellen Hatzen, investment manager of Putnam Investment Company, pointed out that the biggest concern of enterprises at present is the economic and trade disputes and the uncertainty they bring. If the economic and trade disputes can be resolved, the uncertainty will be greatly reduced, and the performance of the industrial sector will be much better than at present.",-9.666667,95,-1,-14,100.0,-2,-3
274,35,1324,帕特南投资公司投资经理埃伦·哈岑指出，当前企业最大关切就是经贸争端及其带来的不确定性，如果经贸争端能得到解决，不确定性将大幅减少，产业部门的表现会比现在好很多。,"Ellen Hatzen, an investment manager at Putnam Investments, said the biggest concern for businesses is the trade dispute and the uncertainty it brought about, but if economic and trade disputes can be resolved, the uncertainty will be greatly reduced, and the performance of the industrial sector will be much better.",WeChat_AI.1525,"Ellen Harzen, investment manager of Patnam Investment Company, pointed out that the biggest concern of enterprises at present is economic and trade disputes and the uncertainty they bring. If economic and trade disputes can be resolved, the uncertainty will be greatly reduced and the performance of the industrial sector will be much better than at present.",-12.666667,90,-2,-13,95.0,-3,-13
275,35,1324,帕特南投资公司投资经理埃伦·哈岑指出，当前企业最大关切就是经贸争端及其带来的不确定性，如果经贸争端能得到解决，不确定性将大幅减少，产业部门的表现会比现在好很多。,"Ellen Hatzen, an investment manager at Putnam Investments, said the biggest concern for businesses is the trade dispute and the uncertainty it brought about, but if economic and trade disputes can be resolved, the uncertainty will be greatly reduced, and the performance of the industrial sector will be much better.",Tencent_Translation.1249,"Ellen Harzen, investment manager of Putnam Investment Company, pointed out that the biggest concern of enterprises at present is economic and trade disputes and the uncertainty they bring. If economic and trade disputes can be resolved, the uncertainty will be greatly reduced, and the performance of the industrial sector will be much better than it is now.",-9.666667,95,-2,-14,95.0,-1,-13
276,35,1324,帕特南投资公司投资经理埃伦·哈岑指出，当前企业最大关切就是经贸争端及其带来的不确定性，如果经贸争端能得到解决，不确定性将大幅减少，产业部门的表现会比现在好很多。,"Ellen Hatzen, an investment manager at Putnam Investments, said the biggest concern for businesses is the trade dispute and the uncertainty it brought about, but if economic and trade disputes can be resolved, the uncertainty will be greatly reduced, and the performance of the industrial sector will be much better.",OPPO.1422,"Ellen Hatzen, investment manager of Putnam Investment Company, pointed out that the biggest concern of enterprises at present is the economic and trade disputes and the uncertainty they bring. If the economic and trade disputes can be resolved, the uncertainty will be greatly reduced and the industrial sector will perform much better than now.",-9.666667,95,-2,-14,85.0,-2,-3
277,35,1324,帕特南投资公司投资经理埃伦·哈岑指出，当前企业最大关切就是经贸争端及其带来的不确定性，如果经贸争端能得到解决，不确定性将大幅减少，产业部门的表现会比现在好很多。,"Ellen Hatzen, an investment manager at Putnam Investments, said the biggest concern for businesses is the trade dispute and the uncertainty it brought about, but if economic and trade disputes can be resolved, the uncertainty will be greatly reduced, and the performance of the industrial sector will be much better.",THUNLP.1498,"Ellen Hazen, investment manager of Putnam Investment Company, pointed out that the biggest concern of enterprises at present is the economic and trade disputes and the uncertainty they bring. If the economic and trade disputes can be resolved, the uncertainty will be greatly reduced and the performance of the industrial sector will be much better than now.",-5.0,95,-2,-14,90.0,-4,-13
278,35,1324,帕特南投资公司投资经理埃伦·哈岑指出，当前企业最大关切就是经贸争端及其带来的不确定性，如果经贸争端能得到解决，不确定性将大幅减少，产业部门的表现会比现在好很多。,"Ellen Hatzen, an investment manager at Putnam Investments, said the biggest concern for businesses is the trade dispute and the uncertainty it brought about, but if economic and trade disputes can be resolved, the uncertainty will be greatly reduced, and the performance of the industrial sector will be much better.",DeepMind.381,"Ellen Hatzen, investment manager of Patnam Investments, pointed out that the biggest concern of enterprises at present is the economic and trade disputes and the uncertainty they bring. If the economic and trade disputes can be resolved, the uncertainty will be greatly reduced and the performance of the industrial sector will be much better than it is now.",-12.666667,95,-2,-13,95.0,-3,-8
279,35,1324,帕特南投资公司投资经理埃伦·哈岑指出，当前企业最大关切就是经贸争端及其带来的不确定性，如果经贸争端能得到解决，不确定性将大幅减少，产业部门的表现会比现在好很多。,"Ellen Hatzen, an investment manager at Putnam Investments, said the biggest concern for businesses is the trade dispute and the uncertainty it brought about, but if economic and trade disputes can be resolved, the uncertainty will be greatly reduced, and the performance of the industrial sector will be much better.",DiDi_NLP.401,"Ellen Hatzen, investment manager of Putnam Investment Company, pointed out that the biggest concern of enterprises at present is economic and trade disputes and the uncertainty they bring. If economic and trade disputes can be resolved, the uncertainty will be greatly reduced, and the performance of the industrial sector will be much better than it is now.",-9.666667,95,-2,-14,90.0,0,-2
280,35,1324,帕特南投资公司投资经理埃伦·哈岑指出，当前企业最大关切就是经贸争端及其带来的不确定性，如果经贸争端能得到解决，不确定性将大幅减少，产业部门的表现会比现在好很多。,"Ellen Hatzen, an investment manager at Putnam Investments, said the biggest concern for businesses is the trade dispute and the uncertainty it brought about, but if economic and trade disputes can be resolved, the uncertainty will be greatly reduced, and the performance of the industrial sector will be much better.",Online-B.1605,"Ellen Hatzen, investment manager of Putnam Investment Company, pointed out that the biggest concern of enterprises is the economic and trade disputes and the uncertainties they bring. If the economic and trade disputes can be resolved, the uncertainty will be greatly reduced, and the performance of the industrial sector will be better than It's much better now.",-15.666667,90,-2,-23,85.0,-2,-10
281,36,1390,刘昆说，各地区、各部门要精心组织、周密安排，确保按要求完成划转工作；扎实推进工作，准确把握划转政策内容；加强沟通协调，及时解决疑难问题。,"All regions and departments should carefully organize and make arrangements to ensure that the transfer work is completed as required, solidly advance the work and accurately grasp the content of the transfer policy; strengthen communication and coordination to solve difficult problems in a timely manner, Liu Kun said.",Huoshan_Translate.919,Liu Kun said: all regions and departments should carefully organize and make careful arrangements to ensure that the transfer work is completed in accordance with the requirements; promote the work in a down-to-earth manner and accurately grasp the contents of the transfer policy; strengthen communication and coordination and solve difficult problems in a timely manner.,-2.733333,95,-10,-14,93.0,0,-2
282,36,1390,刘昆说，各地区、各部门要精心组织、周密安排，确保按要求完成划转工作；扎实推进工作，准确把握划转政策内容；加强沟通协调，及时解决疑难问题。,"All regions and departments should carefully organize and make arrangements to ensure that the transfer work is completed as required, solidly advance the work and accurately grasp the content of the transfer policy; strengthen communication and coordination to solve difficult problems in a timely manner, Liu Kun said.",WeChat_AI.1525,Liu Kun said that all regions and departments should carefully organize and make careful arrangements to ensure that the transfer work is completed according to the requirements; firmly promote the work and accurately grasp the content of the transfer policy; strengthen communication and coordination and solve difficult problems in a timely manner.,-4.066667,90,-10,-14,91.0,-6,-4
283,36,1390,刘昆说，各地区、各部门要精心组织、周密安排，确保按要求完成划转工作；扎实推进工作，准确把握划转政策内容；加强沟通协调，及时解决疑难问题。,"All regions and departments should carefully organize and make arrangements to ensure that the transfer work is completed as required, solidly advance the work and accurately grasp the content of the transfer policy; strengthen communication and coordination to solve difficult problems in a timely manner, Liu Kun said.",Tencent_Translation.1249,Liu Kun said that all regions and departments should carefully organize and arrange to ensure that the transfer work is completed according to the requirements; firmly promote the work and accurately grasp the content of the transfer policy; strengthen communication and coordination to solve difficult problems in a timely manner.,-4.366667,90,-2,-14,96.0,-1,-4
284,36,1390,刘昆说，各地区、各部门要精心组织、周密安排，确保按要求完成划转工作；扎实推进工作，准确把握划转政策内容；加强沟通协调，及时解决疑难问题。,"All regions and departments should carefully organize and make arrangements to ensure that the transfer work is completed as required, solidly advance the work and accurately grasp the content of the transfer policy; strengthen communication and coordination to solve difficult problems in a timely manner, Liu Kun said.",OPPO.1422,Liu Kun said that all regions and departments should meticulously organize and make meticulous arrangements to ensure that the transfer work is completed according to the requirements; firmly promote the work and accurately grasp the content of the transfer policy; and strengthen communication and coordination to solve the difficult problems in a timely manner.,-4.033333,95,-2,-15,95.0,-4,-3
285,36,1390,刘昆说，各地区、各部门要精心组织、周密安排，确保按要求完成划转工作；扎实推进工作，准确把握划转政策内容；加强沟通协调，及时解决疑难问题。,"All regions and departments should carefully organize and make arrangements to ensure that the transfer work is completed as required, solidly advance the work and accurately grasp the content of the transfer policy; strengthen communication and coordination to solve difficult problems in a timely manner, Liu Kun said.",THUNLP.1498,Liu Kun said that all regions and departments should carefully organize and carefully arrange to ensure that the transfer work is completed in accordance with the requirements; firmly push forward the work and accurately grasp the content of the transfer policy; strengthen communication and coordination and solve difficult problems in a timely manner.,-4.4,90,-10,-14,92.0,-3,-3
286,36,1390,刘昆说，各地区、各部门要精心组织、周密安排，确保按要求完成划转工作；扎实推进工作，准确把握划转政策内容；加强沟通协调，及时解决疑难问题。,"All regions and departments should carefully organize and make arrangements to ensure that the transfer work is completed as required, solidly advance the work and accurately grasp the content of the transfer policy; strengthen communication and coordination to solve difficult problems in a timely manner, Liu Kun said.",DeepMind.381,Liu Kun said that all regions and departments should carefully organize and carefully arrange to ensure that the transfer work is completed as required; solidly promote the work and accurately grasp the content of the transfer policy; and strengthen communication and coordination to solve difficult problems in a timely manner.,-4.7,90,-2,-14,90.0,-2,-3
287,36,1390,刘昆说，各地区、各部门要精心组织、周密安排，确保按要求完成划转工作；扎实推进工作，准确把握划转政策内容；加强沟通协调，及时解决疑难问题。,"All regions and departments should carefully organize and make arrangements to ensure that the transfer work is completed as required, solidly advance the work and accurately grasp the content of the transfer policy; strengthen communication and coordination to solve difficult problems in a timely manner, Liu Kun said.",DiDi_NLP.401,"Liu Kun said that all regions and departments should carefully organize and carefully arrange to ensure that the transfer work is completed as required; solidly advance the work and accurately grasp the content of the transfer policy; strengthen communication and coordination, and solve difficult problems in a timely manner.",-4.066667,95,-2,-14,95.0,-2,-4
288,36,1390,刘昆说，各地区、各部门要精心组织、周密安排，确保按要求完成划转工作；扎实推进工作，准确把握划转政策内容；加强沟通协调，及时解决疑难问题。,"All regions and departments should carefully organize and make arrangements to ensure that the transfer work is completed as required, solidly advance the work and accurately grasp the content of the transfer policy; strengthen communication and coordination to solve difficult problems in a timely manner, Liu Kun said.",Online-B.1605,"Liu Kun said that all regions and departments should carefully organize and carefully arrange to ensure that the transfer is completed as required; solidly advance the work, accurately grasp the content of the transfer policy; strengthen communication and coordination, and solve difficult problems in a timely manner.",-3.766667,90,-2,-15,85.0,-3,-13
289,37,1543,中国经济正由高速增长转向高质量发展，新型工业化、信息化、城镇化、农业现代化加快推进，经济结构深度调整，产业优化持续升级，新经济增长点不断涌现。,"From high-speed growth to high-quality development, the Chinese economy is in the midst of transformation marked by accelerating new-type industrialization, informatization, urbanization, and agricultural modernization, as well as in the midst of profoundly adjusting economic structure, upgrading industry optimization, and constantly emerging new economic growth points.",Huoshan_Translate.919,"China's economy is shifting from high-speed growth to high-quality development. New industrialization, informatization, urbanization and agricultural modernization are accelerating. The economic structure is deeply adjusted. Industrial optimization is continuously upgraded. New economic growth points are constantly emerging.",-0.433333,90,-2,-15,95.0,-3,-5
290,37,1543,中国经济正由高速增长转向高质量发展，新型工业化、信息化、城镇化、农业现代化加快推进，经济结构深度调整，产业优化持续升级，新经济增长点不断涌现。,"From high-speed growth to high-quality development, the Chinese economy is in the midst of transformation marked by accelerating new-type industrialization, informatization, urbanization, and agricultural modernization, as well as in the midst of profoundly adjusting economic structure, upgrading industry optimization, and constantly emerging new economic growth points.",WeChat_AI.1525,"China's economy is shifting from rapid growth to high-quality development. New industrialization, informatization, urbanization and agricultural modernization are accelerating, the economic structure is deeply adjusted, industrial optimization and upgrading continue, and new economic growth points continue to emerge.",-0.1,90,-2,-14,90.0,-1,-2
291,37,1543,中国经济正由高速增长转向高质量发展，新型工业化、信息化、城镇化、农业现代化加快推进，经济结构深度调整，产业优化持续升级，新经济增长点不断涌现。,"From high-speed growth to high-quality development, the Chinese economy is in the midst of transformation marked by accelerating new-type industrialization, informatization, urbanization, and agricultural modernization, as well as in the midst of profoundly adjusting economic structure, upgrading industry optimization, and constantly emerging new economic growth points.",Tencent_Translation.1249,"China's economy is shifting from high-speed growth to high-quality development. New industrialization, informatization, urbanization and agricultural modernization are accelerating, the economic structure is deeply adjusted, industrial optimization is continuously upgraded, and new economic growth points are constantly emerging.",-0.1,95,-2,-14,90.0,-3,-2
292,37,1543,中国经济正由高速增长转向高质量发展，新型工业化、信息化、城镇化、农业现代化加快推进，经济结构深度调整，产业优化持续升级，新经济增长点不断涌现。,"From high-speed growth to high-quality development, the Chinese economy is in the midst of transformation marked by accelerating new-type industrialization, informatization, urbanization, and agricultural modernization, as well as in the midst of profoundly adjusting economic structure, upgrading industry optimization, and constantly emerging new economic growth points.",OPPO.1422,"China's economy is shifting from rapid growth to high-quality development. New types of industrialization, informatization, urbanization and agricultural modernization have been accelerated, the economic structure has been deeply adjusted, industrial optimization has been continuously upgraded, and new economic growth points have been emerging.",-0.1,90,-2,-14,95.0,-2,-3
293,37,1543,中国经济正由高速增长转向高质量发展，新型工业化、信息化、城镇化、农业现代化加快推进，经济结构深度调整，产业优化持续升级，新经济增长点不断涌现。,"From high-speed growth to high-quality development, the Chinese economy is in the midst of transformation marked by accelerating new-type industrialization, informatization, urbanization, and agricultural modernization, as well as in the midst of profoundly adjusting economic structure, upgrading industry optimization, and constantly emerging new economic growth points.",THUNLP.1498,"China's economy is changing from high-speed growth to high-quality development. New types of industrialization, informatization, urbanization and agricultural modernization have been accelerated. The economic structure has been deeply adjusted, industrial optimization has been continuously upgraded, and new economic growth points have been emerging.",-0.066667,95,-2,-14,100.0,-3,-2
294,37,1543,中国经济正由高速增长转向高质量发展，新型工业化、信息化、城镇化、农业现代化加快推进，经济结构深度调整，产业优化持续升级，新经济增长点不断涌现。,"From high-speed growth to high-quality development, the Chinese economy is in the midst of transformation marked by accelerating new-type industrialization, informatization, urbanization, and agricultural modernization, as well as in the midst of profoundly adjusting economic structure, upgrading industry optimization, and constantly emerging new economic growth points.",DeepMind.381,"China's economy is shifting from high-speed growth to high-quality development. New types of industrialization, informatization, urbanization and agricultural modernization have been accelerated, the economic structure has been deeply adjusted, industrial optimization has been continuously upgraded, and new economic growth points have been emerging.",-0.066667,95,-2,-15,95.0,-3,-3
295,37,1543,中国经济正由高速增长转向高质量发展，新型工业化、信息化、城镇化、农业现代化加快推进，经济结构深度调整，产业优化持续升级，新经济增长点不断涌现。,"From high-speed growth to high-quality development, the Chinese economy is in the midst of transformation marked by accelerating new-type industrialization, informatization, urbanization, and agricultural modernization, as well as in the midst of profoundly adjusting economic structure, upgrading industry optimization, and constantly emerging new economic growth points.",DiDi_NLP.401,"China's economy is shifting from high-speed growth to high-quality development. New industrialization, informatization, urbanization, and agricultural modernization are accelerating, the economic structure is deeply adjusted, industrial optimization continues to upgrade, and new economic growth points continue to emerge.",-0.0,95,-2,-14,80.0,-3,-5
296,37,1543,中国经济正由高速增长转向高质量发展，新型工业化、信息化、城镇化、农业现代化加快推进，经济结构深度调整，产业优化持续升级，新经济增长点不断涌现。,"From high-speed growth to high-quality development, the Chinese economy is in the midst of transformation marked by accelerating new-type industrialization, informatization, urbanization, and agricultural modernization, as well as in the midst of profoundly adjusting economic structure, upgrading industry optimization, and constantly emerging new economic growth points.",Online-B.1605,"China's economy is shifting from high-speed growth to high-quality development. New-type industrialization, informatization, urbanization, and agricultural modernization are accelerating. The economic structure is deeply adjusted, industrial optimization is continuously upgraded, and new economic growth points continue to emerge.",-0.333333,95,-2,-15,95.0,-1,-4
297,38,1602,当日，以“讲好中国故事，传播好中国声音”为宗旨的外宣工作创新性、基础性平台 — — “中国好故事”数据库正式上线，向世界展现真实、立体、全面的中国。,"On that day, the externally publicized innovative and basic platform-“The story of China”, for the purpose of telling the story of China well and spreading the voice of China well”, was officially on line today, to show the world a true, three-dimensional and comprehensive China.",Huoshan_Translate.919,"On the same day, the ""China Good Stories"" database, an innovative and basic platform for publicity work with the aim of ""telling a good Chinese story and spreading a good Chinese voice"", was officially launched to show the world a real, three-dimensional and comprehensive China.",-12.1,95,-2,-15,95.0,-3,-5
298,38,1602,当日，以“讲好中国故事，传播好中国声音”为宗旨的外宣工作创新性、基础性平台 — — “中国好故事”数据库正式上线，向世界展现真实、立体、全面的中国。,"On that day, the externally publicized innovative and basic platform-“The story of China”, for the purpose of telling the story of China well and spreading the voice of China well”, was officially on line today, to show the world a true, three-dimensional and comprehensive China.",WeChat_AI.1525,"On the same day, the ""China Good Story"" database, an innovative and basic platform for publicity work with the aim of ""telling good Chinese stories and spreading good Chinese voices,"" officially went online to show the world a real, three-dimensional and comprehensive China.",-12.4,95,-2,-15,95.0,-3,-4
299,38,1602,当日，以“讲好中国故事，传播好中国声音”为宗旨的外宣工作创新性、基础性平台 — — “中国好故事”数据库正式上线，向世界展现真实、立体、全面的中国。,"On that day, the externally publicized innovative and basic platform-“The story of China”, for the purpose of telling the story of China well and spreading the voice of China well”, was officially on line today, to show the world a true, three-dimensional and comprehensive China.",Tencent_Translation.1249,"On that day, the database of ""Good Stories of China"" an innovative and basic platform for foreign publicity work with the aim of ""telling Chinese stories and spreading Chinese voices"" was officially launched to show the world a real, three-dimensional and comprehensive China.",-7.166667,95,-2,-15,90.0,-3,-3
300,38,1602,当日，以“讲好中国故事，传播好中国声音”为宗旨的外宣工作创新性、基础性平台 — — “中国好故事”数据库正式上线，向世界展现真实、立体、全面的中国。,"On that day, the externally publicized innovative and basic platform-“The story of China”, for the purpose of telling the story of China well and spreading the voice of China well”, was officially on line today, to show the world a true, three-dimensional and comprehensive China.",OPPO.1422,"On the same day, the ""China Good Story"" database, an innovative and fundamental platform for outreach work with the aim of ""telling Chinese stories well and spreading the Chinese voice well"", was officially launched to show the real, three-dimensional and comprehensive China to the world.",-9.1,95,-2,-14,95.0,-3,-3
301,38,1602,当日，以“讲好中国故事，传播好中国声音”为宗旨的外宣工作创新性、基础性平台 — — “中国好故事”数据库正式上线，向世界展现真实、立体、全面的中国。,"On that day, the externally publicized innovative and basic platform-“The story of China”, for the purpose of telling the story of China well and spreading the voice of China well”, was officially on line today, to show the world a true, three-dimensional and comprehensive China.",THUNLP.1498,"On the same day, the ""China Good Story"" database, an innovative and fundamental platform for outreach work with the aim of ""telling Chinese stories well and spreading the Chinese voice,"" was officially launched to show the world a real, three-dimensional and comprehensive China.",-12.066667,95,-2,-15,90.0,-12,-5
302,38,1602,当日，以“讲好中国故事，传播好中国声音”为宗旨的外宣工作创新性、基础性平台 — — “中国好故事”数据库正式上线，向世界展现真实、立体、全面的中国。,"On that day, the externally publicized innovative and basic platform-“The story of China”, for the purpose of telling the story of China well and spreading the voice of China well”, was officially on line today, to show the world a true, three-dimensional and comprehensive China.",DeepMind.381,"On that day, the ""China Good Story"" database, an innovative and basic platform for outreach work with the aim of ""telling a good Chinese story and disseminating a good Chinese voice"", was officially launched to show the world a real, three-dimensional and comprehensive China.",-14.1,95,-2,-15,95.0,-3,-4
303,38,1602,当日，以“讲好中国故事，传播好中国声音”为宗旨的外宣工作创新性、基础性平台 — — “中国好故事”数据库正式上线，向世界展现真实、立体、全面的中国。,"On that day, the externally publicized innovative and basic platform-“The story of China”, for the purpose of telling the story of China well and spreading the voice of China well”, was officially on line today, to show the world a true, three-dimensional and comprehensive China.",DiDi_NLP.401,"On the same day, the innovative and basic platform for outreach work with the purpose of ""telling Chinese stories well and spreading Chinese voices""-the ""China Good Stories"" database was officially launched to show the world a true, three-dimensional and comprehensive China.",-12.1,95,-2,-13,90.0,-2,-14
304,38,1602,当日，以“讲好中国故事，传播好中国声音”为宗旨的外宣工作创新性、基础性平台 — — “中国好故事”数据库正式上线，向世界展现真实、立体、全面的中国。,"On that day, the externally publicized innovative and basic platform-“The story of China”, for the purpose of telling the story of China well and spreading the voice of China well”, was officially on line today, to show the world a true, three-dimensional and comprehensive China.",Online-B.1605,"On the same day, the innovative and basic platform for outreach work with the purpose of ""telling Chinese stories and spreading Chinese voices"" - the ""China Good Story"" database was officially launched to show the world a true, three-dimensional and comprehensive China.",-12.133333,95,-2,-13,95.0,-2,-5
305,39,1743,中国人民银行福州中心支行副行长时东表示，平台的成功上线，在保障政府收入直缴入库、数据信息实时交互的同时，能够为社会公众提供安全高效、多渠道、多模式的便民缴税费服务。,"Shi Dong, vice president of Fuzhou Central Sub-Branch of the People’s Bank of China, said that the successful launch of the platform not only guarantees direct payment to the treasury and real-time interaction with data, but also provides the public with safe, efficient, multi-channel and multi-mode tax payment services.",Huoshan_Translate.919,"Shi Dong, vice president of Fuzhou Central Sub-branch of the People's Bank of China, said that the successful launch of the platform can provide the public with safe, efficient, multi-channel and multi-mode convenient tax payment services while ensuring direct payment of government revenue and real-time interaction of data and information.",-4.766667,90,-2,-13,96.0,-1,-3
306,39,1743,中国人民银行福州中心支行副行长时东表示，平台的成功上线，在保障政府收入直缴入库、数据信息实时交互的同时，能够为社会公众提供安全高效、多渠道、多模式的便民缴税费服务。,"Shi Dong, vice president of Fuzhou Central Sub-Branch of the People’s Bank of China, said that the successful launch of the platform not only guarantees direct payment to the treasury and real-time interaction with data, but also provides the public with safe, efficient, multi-channel and multi-mode tax payment services.",WeChat_AI.1525,"Shi Dong, vice president of the Fuzhou Central Branch of the People's Bank of China, said that the successful launch of the platform, while ensuring the direct payment of government revenue and the real-time interaction of data and information, can provide the public with safe, efficient, multi-channel and multi-mode convenient tax payment services.",-6.066667,95,-1,-13,97.0,-2,-13
307,39,1743,中国人民银行福州中心支行副行长时东表示，平台的成功上线，在保障政府收入直缴入库、数据信息实时交互的同时，能够为社会公众提供安全高效、多渠道、多模式的便民缴税费服务。,"Shi Dong, vice president of Fuzhou Central Sub-Branch of the People’s Bank of China, said that the successful launch of the platform not only guarantees direct payment to the treasury and real-time interaction with data, but also provides the public with safe, efficient, multi-channel and multi-mode tax payment services.",Tencent_Translation.1249,"Shi Dong, vice president of the Fuzhou Central Branch of the People's Bank of China, said that the successful launch of the platform can provide safe, efficient, multi-channel and multi-mode convenient tax service for the public while ensuring the direct payment of government income and the real-time interaction of data and information.",-4.733333,90,-2,-14,96.0,0,-2
308,39,1743,中国人民银行福州中心支行副行长时东表示，平台的成功上线，在保障政府收入直缴入库、数据信息实时交互的同时，能够为社会公众提供安全高效、多渠道、多模式的便民缴税费服务。,"Shi Dong, vice president of Fuzhou Central Sub-Branch of the People’s Bank of China, said that the successful launch of the platform not only guarantees direct payment to the treasury and real-time interaction with data, but also provides the public with safe, efficient, multi-channel and multi-mode tax payment services.",OPPO.1422,"Shi Dong, vice president of the central branch of the Fuzhou of the People's Bank of China, said that the successful launch of the platform can provide the public with safe, efficient, multi-channel and multi-mode services to facilitate the payment of taxes and fees while ensuring the direct payment of government revenue into the warehouse and real-time interaction of data and information.",-6.366667,90,-2,-13,92.0,-3,-10
309,39,1743,中国人民银行福州中心支行副行长时东表示，平台的成功上线，在保障政府收入直缴入库、数据信息实时交互的同时，能够为社会公众提供安全高效、多渠道、多模式的便民缴税费服务。,"Shi Dong, vice president of Fuzhou Central Sub-Branch of the People’s Bank of China, said that the successful launch of the platform not only guarantees direct payment to the treasury and real-time interaction with data, but also provides the public with safe, efficient, multi-channel and multi-mode tax payment services.",THUNLP.1498,"Shi Dong, vice president of the Fuzhou Central Branch of the People's Bank of China, said that the successful launch of the platform can provide the public with a safe, efficient, multi-channel and multi-mode convenient tax payment service while ensuring the direct payment of government revenue into the bank and the real-time interaction of data information.",-2.766667,90,-2,-14,93.0,-1,-2
310,39,1743,中国人民银行福州中心支行副行长时东表示，平台的成功上线，在保障政府收入直缴入库、数据信息实时交互的同时，能够为社会公众提供安全高效、多渠道、多模式的便民缴税费服务。,"Shi Dong, vice president of Fuzhou Central Sub-Branch of the People’s Bank of China, said that the successful launch of the platform not only guarantees direct payment to the treasury and real-time interaction with data, but also provides the public with safe, efficient, multi-channel and multi-mode tax payment services.",DeepMind.381,"Shi Dong, vice-president of the Fuzhou Central Branch of the People's Bank of China, said that the successful launch of the platform, while guaranteeing the direct payment of government revenue into the treasury and the real-time interaction of data and information, can provide the public with safe, efficient, multi-channel and multi-mode convenient tax payment services.",-2.8,95,-1,-13,97.0,-2,-2
311,39,1743,中国人民银行福州中心支行副行长时东表示，平台的成功上线，在保障政府收入直缴入库、数据信息实时交互的同时，能够为社会公众提供安全高效、多渠道、多模式的便民缴税费服务。,"Shi Dong, vice president of Fuzhou Central Sub-Branch of the People’s Bank of China, said that the successful launch of the platform not only guarantees direct payment to the treasury and real-time interaction with data, but also provides the public with safe, efficient, multi-channel and multi-mode tax payment services.",DiDi_NLP.401,"Shi Dong, deputy governor of the Fuzhou Center Sub-branch of the People's Bank of China, said that the successful launch of the platform, while ensuring the direct payment of government revenue and real-time interaction of data and information, can provide the public with safe, efficient, multi-channel, and multi-mode convenient payment service.",-6.366667,90,-2,-13,95.0,-2,-14
312,39,1743,中国人民银行福州中心支行副行长时东表示，平台的成功上线，在保障政府收入直缴入库、数据信息实时交互的同时，能够为社会公众提供安全高效、多渠道、多模式的便民缴税费服务。,"Shi Dong, vice president of Fuzhou Central Sub-Branch of the People’s Bank of China, said that the successful launch of the platform not only guarantees direct payment to the treasury and real-time interaction with data, but also provides the public with safe, efficient, multi-channel and multi-mode tax payment services.",Online-B.1605,"Shi Dong, deputy governor of the People’s Bank of China Fuzhou Center Sub-branch, said that the successful launch of the platform can provide safe and efficient, multi-channel and multi-mode convenient payment for the public while ensuring direct payment of government revenue and real-time interaction of data and information Tax service.",-14.1,80,-10,-13,95.0,-3,-13
313,40,1806,省委副书记乌兰强调，要提高政治站位，强化政治担当，从严从实抓好问题检视整改，以主题教育的实效推动高校党建、思政和改革发展各项工作高质量发展。,"Wu Lan, deputy secretary of the Provincial Party Committee, emphasized that it was necessary to improve political standing, strengthen political responsibilities, take a rigorous approach to problems to review and rectification, and promote the high-quality development of party building, ideology, and reform and development in universities and colleges through the effectiveness of thematic education.",Huoshan_Translate.919,"Ulan, Deputy Secretary of the Provincial Party Committee, stressed that it is necessary to improve the political position, strengthen political responsibility, strictly carry out the inspection and rectification of problems, and promote the high-quality development of the work of Party building, ideological and political affairs and reform and development in colleges and universities with the effectiveness of thematic education.",-6.1,90,-2,-15,90.0,-3,-13
